i1,out_dayID,out_SHO,out_activity,out_yearID,out_monthID,out_hourID,out_stateID,out_countyID,out_sourceTypeID,out_roadTypeID,out_SCC,out_zoneID,out_linkID,out_regClassID,out_fuelSubTypeID,out_engTechID,out_sectorID,out_hpID,out_modelYearID,out_fuelTypeID,out_pollutantID,out_processID,out_emissionQuant,out_refuelingRate,out_chainedEnergy
119,5,229.81669167512396,45.963338335024794,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2006,2,1,19,0.10017938033763374,0.155,88395.764567455
120,5,203.39262514967626,40.67852502993525,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2005,2,1,19,0.06265851816721063,0.155,55288.299861579886
121,5,164.72170300101715,32.94434060020343,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2004,2,1,19,0.03494769275240809,0.155,30836.964755681453
122,5,148.74713474802425,29.74942694960485,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2003,2,1,19,0.03882137368111235,0.155,34255.00334035963
123,5,118.52562992373574,23.70512598474715,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2002,2,1,19,0.034473719576151717,0.155,30418.742750729518
124,5,94.5116320580201,18.90232641160402,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2001,2,1,19,0.01988323101683663,0.155,17544.46276150848
125,5,83.62548218400153,16.725096436800307,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2000,2,1,19,0.01621761452773751,0.155,14310.015003168108
126,5,60.874080684058114,12.174816136811623,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1999,2,1,19,0.007178125081867653,0.155,6333.79696135086
127,5,46.82985881634186,9.365971763268373,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1998,2,1,19,0.00648835797331301,0.155,5725.163820192717
128,5,36.74778034358123,7.349556068716247,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1997,2,1,19,0.002092920519002733,0.155,1846.7404053872108
129,5,26.865139913300695,5.373027982660139,2020,8,7,26,26161,21,4,2202210419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1996,2,1,19,0.00209636697384524,0.155,1849.7814704229881
