i1,out_cohortOrdinal,out_pointOrdinal,out_ageSlot,out_ppOrdinal,out_SCC,out_modelYearID,out_polProcessID,out_pollutantID,out_processID,out_yearID,out_monthID,out_dayID,out_countyID,out_hourID,out_stateID,out_fuelTypeID,out_zoneID,out_linkID,out_sourceTypeID,out_regClassID,out_fuelSubTypeID,out_engTechID,out_sectorID,out_hpID,out_emissionQuant
123,31,4,37,3,2265007010,1984,301,3,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0005594408139586449
124,31,4,37,4,2265007010,1984,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00003856293187709525
125,32,4,38,1,2265007010,1983,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001170435338281095
126,32,4,38,2,2265007010,1983,201,2,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04075918346643448
127,32,4,38,3,2265007010,1983,301,3,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0001613710046513006
128,32,4,38,4,2265007010,1983,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000011168245691806078
129,33,5,1,1,2265007015,2020,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.48004376888275146
130,33,5,1,2,2265007015,2020,201,2,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18.224609375
131,33,5,1,3,2265007015,2020,301,3,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17902368307113647
132,33,5,1,4,2265007015,2020,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02388155087828636
133,34,5,2,1,2265007015,2019,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1973395049571991
134,34,5,2,2,2265007015,2019,201,2,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.47601318359375
135,34,5,2,3,2265007015,2019,301,3,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.07242940366268158
136,34,5,2,4,2265007015,2019,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008017370477318764
137,35,6,3,1,2265007015,2018,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.026792582124471664
138,35,6,3,2,2265007015,2018,201,2,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.33429753780365
139,35,6,3,3,2265007015,2018,301,3,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00989034678786993
140,35,6,3,4,2265007015,2018,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0007222448475658894
141,36,6,4,1,2265007015,2017,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004543985705822706
142,36,6,4,2,2265007015,2017,201,2,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.22225771844387054
143,36,6,4,3,2265007015,2017,301,3,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016611403552815318
144,36,6,4,4,2265007015,2017,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00012289702135603875
