i1,out_modelYearID,out_fuelTypeID,out_dayID,out_SHO,out_activity,out_meanBaseRate,out_adjustedMeanBaseRate,out_emissionQuantKilojoules,out_emissionQuant,out_yearID,out_monthID,out_hourID,out_stateID,out_countyID,out_sourceTypeID,out_roadTypeID,out_pollutantID,out_processID,out_SCC,out_zoneID,out_linkID,out_regClassID,out_fuelSubTypeID,out_engTechID,out_sectorID,out_hpID
96,2006,5,5,355.79950014830104,71.15990002966021,141.29870702670334,141.29870702670334,10054.801866340456,0.009530112922301515,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97,2005,5,5,314.89007101540653,62.97801420308131,55.17228303626356,55.17228303626356,3474.640824674228,0.0032933239126706247,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98,2004,5,5,255.0202039901817,51.00404079803634,37.85028903297345,37.85028903297345,1930.5176860552453,0.0018297776317399343,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99,2003,5,5,230.2885652303022,46.05771304606044,56.50009060703764,56.50009060703764,2602.2649602553547,0.0024664711701582395,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100,2002,5,5,183.49998676876976,36.69999735375395,31.473662886137234,31.473662886137234,1155.0833446341803,0.0010948077202678837,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101,2001,5,5,146.32179760023757,29.264359520047513,37.37591242186944,37.37591242186944,1093.782138503397,0.0010367053902105062,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102,2000,5,5,129.46798835129627,25.893597670259254,48.25584801920952,48.25584801920952,1249.5175138465884,0.001184314038570457,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103,1999,5,5,94.2445360321913,18.848907206438263,65.54696642773037,65.54696642773037,1235.4886878598138,0.001171017277719421,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104,1998,5,5,72.501436851349,14.500287370269799,34.59335757098726,34.59335757098726,501.6136258818137,0.0004754379610424562,2020,8,9,26,26161,21,4,91,1,2205210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105,2020,9,5,402.6176603769177,80.52353207538354,2065.3444268357857,2312.8157075428735,186236.08981077946,0.17651774641588133,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106,2019,9,5,480.62938079334634,96.12587615866927,1602.69713253978,1794.7336310635835,172520.34275741686,0.16351772712461665,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107,2018,9,5,507.5180304883093,101.50360609766186,1823.1061457569767,2041.5522348902318,207224.91387809932,0.19641131230875947,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108,2017,9,5,570.2352611038926,114.04705222077853,646.9736164569039,724.4945313067234,82626.46564560634,0.07831477521295917,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109,2016,9,5,568.6493121343977,113.72986242687955,425.51538077731686,501.21709219961826,57003.35094186319,0.05402874951162605,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110,2015,9,5,607.7619621269895,121.5523924253979,420.6860118109805,495.5285498347233,60232.68074749863,0.05708956345109166,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
111,2014,9,5,563.6951306860644,112.73902613721289,256.54558231875086,312.12088227643665,35188.20430493314,0.0333519809755418,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112,2013,9,5,573.4426434643063,114.68852869286127,306.76155913722033,373.21511296749543,42803.49219218206,0.04056988088705257,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113,2012,9,5,489.89728344000207,97.97945668800041,115.8708250958161,145.4587582200056,14251.970100907361,0.01350826065321028,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114,2011,9,5,359.05664640956604,71.8113292819132,94.51527073919685,118.65000446128371,8520.414539669715,0.008075794410201122,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115,2010,9,5,356.2443525194939,71.24887050389877,10.309148355788823,13.241021656565731,943.407837347971,0.0008941780595207998,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116,2009,9,5,318.16097829341277,63.632195658682555,9.17768434289912,11.787774600528873,750.0819797613019,0.0007109405101296545,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117,2008,9,5,393.14510879899035,78.62902175979806,16.6690341800141,21.409629093916816,1683.418191894791,0.0015955725112714795,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118,2007,9,5,415.19776535938905,83.0395530718778,8.95958374865947,11.507647223177141,955.5898823214654,0.0009057244097885859,2020,8,9,26,26161,21,4,91,1,2209210401,NaN,NaN,NaN,NaN,NaN,NaN,NaN
