i1,out_cohortOrdinal,out_pointOrdinal,out_ageSlot,out_ppOrdinal,out_SCC,out_modelYearID,out_polProcessID,out_pollutantID,out_processID,out_yearID,out_monthID,out_dayID,out_countyID,out_hourID,out_stateID,out_fuelTypeID,out_zoneID,out_linkID,out_sourceTypeID,out_regClassID,out_fuelSubTypeID,out_engTechID,out_sectorID,out_hpID,out_emissionQuant
1,1,1,1,1,2260004015,2020,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182.5670166015625
2,1,1,1,2,2260004015,2020,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.941840171813965
3,1,1,1,3,2260004015,2020,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5055770874023438
4,1,1,1,4,2260004015,2020,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.546436309814453
5,1,1,1,5,2260004015,2020,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002261968096718192
6,1,1,1,6,2260004015,2020,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8467559218406677
7,1,1,1,7,2260004015,2020,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3659799098968506
8,1,1,1,8,2260004015,2020,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8167001605033875
9,1,1,1,9,2260004015,2020,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08073686808347702
10,1,1,1,10,2260004015,2020,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.199983596801758
11,1,1,1,11,2260004015,2020,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.155747413635254
12,1,1,1,12,2260004015,2020,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000001415986957908899
13,1,1,1,13,2260004015,2020,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000049795544327935204
14,1,1,1,14,2260004015,2020,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000017306508937053877
15,1,1,1,15,2260004015,2020,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000021397137970780022
16,1,1,1,16,2260004015,2020,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000024071778170764446
17,1,1,1,17,2260004015,2020,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027689612470567226
18,1,1,1,18,2260004015,2020,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,173.62518310546875
19,1,1,1,19,2260004015,2020,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,183.72857666015625
20,1,1,1,20,2260004015,2020,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,192.67041015625
21,1,1,1,21,2260004015,2020,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,182.75399780273438
22,1,1,1,22,2260004015,2020,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,136.83236694335938
23,1,1,1,23,2260004015,2020,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2201.594482421875
24,1,1,1,24,2260004015,2020,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.537010192871094
25,1,1,1,25,2260004015,2020,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.45404815673828
26,1,1,1,26,2260004015,2020,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000008688653130306534
27,1,1,1,27,2260004015,2020,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000000015288333099494622
28,1,1,1,28,2260004015,2020,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.010234224610030651
29,1,1,1,29,2260004015,2020,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3783007860183716
30,2,1,2,1,2260004015,2019,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197.63079833984375
31,2,1,2,2,2260004015,2019,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.731338500976563
32,2,1,2,3,2260004015,2019,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8057971000671387
33,2,1,2,4,2260004015,2019,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.559926986694336
34,2,1,2,5,2260004015,2019,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022902307100594044
35,2,1,2,6,2260004015,2019,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9198704361915588
36,2,1,2,7,2260004015,2019,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4828333854675293
37,2,1,2,8,2260004015,2019,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8858583569526672
38,2,1,2,9,2260004015,2019,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08737436681985855
39,2,1,2,10,2260004015,2019,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.366809844970703
40,2,1,2,11,2260004015,2019,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.235815048217773
41,2,1,2,12,2260004015,2019,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000001368823859593249
42,2,1,2,13,2260004015,2019,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00004813697887584567
43,2,1,2,14,2260004015,2019,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000016730071195070195
44,2,1,2,15,2260004015,2019,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000020684452465502545
45,2,1,2,16,2260004015,2019,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00002327000765944831
46,2,1,2,17,2260004015,2019,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028035587165504694
47,2,1,2,18,2260004015,2019,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,187.8994598388672
48,2,1,2,19,2260004015,2019,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,198.830322265625
49,2,1,2,20,2260004015,2019,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,208.5616455078125
50,2,1,2,21,2260004015,2019,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,197.7710418701172
51,2,1,2,22,2260004015,2019,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,148.07664489746094
52,2,1,2,23,2260004015,2019,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2128.264892578125
53,2,1,2,24,2260004015,2019,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.018516540527344
54,2,1,2,25,2260004015,2019,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.897037506103516
55,2,1,2,26,2260004015,2019,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000008399256845592618
56,2,1,2,27,2260004015,2019,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000000014779117166185962
57,2,1,2,28,2260004015,2019,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.011075178161263466
58,2,1,2,29,2260004015,2019,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4093860387802124
59,3,1,3,1,2260004015,2018,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211.240966796875
60,3,1,3,2,2260004015,2018,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.330254554748535
61,3,1,3,3,2260004015,2018,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.052769184112549
62,3,1,3,4,2260004015,2018,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.523697853088379
63,3,1,3,5,2260004015,2018,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002323961816728115
64,3,1,3,6,2260004015,2018,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.978742778301239
65,3,1,3,7,2260004015,2018,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5792385339736938
66,3,1,3,8,2260004015,2018,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9444231390953064
67,3,1,3,9,2260004015,2018,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09342486411333084
68,3,1,3,10,2260004015,2018,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.431726455688477
69,3,1,3,11,2260004015,2018,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.223664283752441
70,3,1,3,12,2260004015,2018,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000013289626394907827
71,3,1,3,13,2260004015,2018,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00004673519288189709
72,3,1,3,14,2260004015,2018,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000016242879041783453
73,3,1,3,15,2260004015,2018,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000020082105038454756
74,3,1,3,16,2260004015,2018,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000022592366804019548
75,3,1,3,17,2260004015,2018,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002844850067049265
76,3,1,3,18,2260004015,2018,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,200.9107208251953
77,3,1,3,19,2260004015,2018,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,212.60287475585938
78,3,1,3,20,2260004015,2018,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,222.93310546875
79,3,1,3,21,2260004015,2018,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211.47653198242188
80,3,1,3,22,2260004015,2018,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.33741760253906
81,3,1,3,23,2260004015,2018,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2066.2880859375
82,3,1,3,24,2260004015,2018,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.59318923950195
83,3,1,3,25,2260004015,2018,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.42573547363281
84,3,1,3,26,2260004015,2018,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000008154663611037449
85,3,1,3,27,2260004015,2018,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000000014348737475966544
86,3,1,3,28,2260004015,2018,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01184268668293953
87,3,1,3,29,2260004015,2018,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43775641918182373
88,4,1,4,1,2260004015,2017,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219.6614227294922
89,4,1,4,2,2260004015,2017,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.622654914855957
90,4,1,4,3,2260004015,2017,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1889848709106445
91,4,1,4,4,2260004015,2017,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.152810096740723
92,4,1,4,5,2260004015,2017,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002315287943929434
93,4,1,4,6,2260004015,2017,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.010257363319397
94,4,1,4,7,2260004015,2017,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6326178312301636
95,4,1,4,8,2260004015,2017,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9779790639877319
96,4,1,4,9,2260004015,2017,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09720475971698761
97,4,1,4,10,2260004015,2017,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.097875595092773
98,4,1,4,11,2260004015,2017,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.843031883239746
99,4,1,4,12,2260004015,2017,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000012692033806160907
100,4,1,4,13,2260004015,2017,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00004463365621631965
101,4,1,4,14,2260004015,2017,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000001551248658415716
102,4,1,4,15,2260004015,2017,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001917907502502203
103,4,1,4,16,2260004015,2017,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00002157645758416038
104,4,1,4,17,2260004015,2017,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002834232058376074
105,4,1,4,18,2260004015,2017,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209.03875732421875
106,4,1,4,19,2260004015,2017,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.21124267578125
107,4,1,4,20,2260004015,2017,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,231.83389282226563
108,4,1,4,21,2260004015,2017,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,220.04989624023438
109,4,1,4,22,2260004015,2017,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,164.75497436523438
110,4,1,4,23,2260004015,2017,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1973.3734130859375
111,4,1,4,24,2260004015,2017,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.44541549682617
112,4,1,4,25,2260004015,2017,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.2897834777832
113,4,1,4,26,2260004015,2017,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000007787973044237617
114,4,1,4,27,2260004015,2017,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000000013703518354779565
115,4,1,4,28,2260004015,2017,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012322794646024704
116,4,1,4,29,2260004015,2017,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4555032551288605
117,5,1,5,1,2260004015,2016,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.28634643554688
118,5,1,5,2,2260004015,2016,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.56444263458252
119,5,1,5,3,2260004015,2016,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.190942764282227
120,5,1,5,4,2260004015,2016,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.322388648986816
121,5,1,5,5,2260004015,2016,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002249182667583227
122,5,1,5,6,2260004015,2016,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0091369152069092
123,5,1,5,7,2260004015,2016,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6337268352508545
124,5,1,5,8,2260004015,2016,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.980526328086853
125,5,1,5,9,2260004015,2016,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09798777103424072
126,5,1,5,10,2260004015,2016,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17.237131118774414
127,5,1,5,11,2260004015,2016,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.974579811096191
128,5,1,5,12,2260004015,2016,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000001183987137665099
129,5,1,5,13,2260004015,2016,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00004163688572589308
130,5,1,5,14,2260004015,2016,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000014470955989054346
131,5,1,5,15,2260004015,2016,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000017891363313538022
132,5,1,5,16,2260004015,2016,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000020127781681367196
133,5,1,5,17,2260004015,2016,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002753309905529022
134,5,1,5,18,2260004015,2016,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,210.72190856933594
135,5,1,5,19,2260004015,2016,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223.00076293945313
136,5,1,5,20,2260004015,2016,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233.565185546875
137,5,1,5,21,2260004015,2016,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,221.84213256835938
138,5,1,5,22,2260004015,2016,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,166.09510803222656
139,5,1,5,23,2260004015,2016,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1840.878173828125
140,5,1,5,24,2260004015,2016,10001,100,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.31917953491211
141,5,1,5,25,2260004015,2016,11001,110,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.25364685058594
142,5,1,5,26,2260004015,2016,13101,131,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000000007265077428542099
143,5,1,5,27,2260004015,2016,14201,142,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000000000012783444441888392
144,5,1,5,28,2260004015,2016,16901,169,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.012423159554600716
145,5,1,5,29,2260004015,2016,18501,185,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4592131972312927
146,6,1,6,1,2260004015,2015,101,1,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211.4058380126953
147,6,1,6,2,2260004015,2015,501,5,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.985735893249512
148,6,1,6,3,2260004015,2015,2001,20,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.981107711791992
149,6,1,6,4,2260004015,2015,2101,21,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.683205604553223
150,6,1,6,5,2260004015,2015,2301,23,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0020950865000486374
151,6,1,6,6,2260004015,2015,2401,24,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9573563933372498
152,6,1,6,7,2260004015,2015,2501,25,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5522009134292603
153,6,1,6,8,2260004015,2015,2601,26,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9330791234970093
154,6,1,6,9,2260004015,2015,2701,27,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.09366260468959808
155,6,1,6,10,2260004015,2015,4501,45,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.477481842041016
156,6,1,6,11,2260004015,2015,4601,46,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.272534370422363
157,6,1,6,12,2260004015,2015,6001,60,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0000010691544503060868
158,6,1,6,13,2260004015,2015,6301,63,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00003759860192076303
159,6,1,6,14,2260004015,2015,6501,65,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00000013067445081560436
160,6,1,6,15,2260004015,2015,6601,66,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000016156112906173803
161,6,1,6,16,2260004015,2015,6701,67,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00001817562588257715
162,6,1,6,17,2260004015,2015,6901,69,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00256467517465353
163,6,1,6,18,2260004015,2015,7901,79,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.4200897216797
164,6,1,6,19,2260004015,2015,8001,80,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,213.16346740722656
165,6,1,6,20,2260004015,2015,8601,86,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,223.14920043945313
166,6,1,6,21,2260004015,2015,8701,87,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,212.0654296875
167,6,1,6,22,2260004015,2015,8801,88,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.7738494873047
168,6,1,6,23,2260004015,2015,9901,99,1,2020,8,5,26161,0,26,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1662.3349609375
